Matricula;Secretaria;Codigo Lotação;Nome Lotação;Código Cargo;Verbas Fixas;Cargo Comissão / Função Gratificada;Produtividade;Hora Extra;Sucumbência;Eventual;Adic.Crg./ Local/Jorn.;Salário Atraso;Prêmio Férias;Licença Prêmio;13º Salário;Total Bruto;Deduções;Bruto c/ Deduções
372870;Administração;A0150;SETOR DE CONTROLE CONTABIL              ;95010 - AG. APOIO OPERACIONAL;R$ 3.267,51;R$ 3.492,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.760,05;R$ 0,00;R$ 6.760,05
375225;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95010 - AG. APOIO OPERACIONAL;R$ 2.267,88;R$ 1.398,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65,20;R$ 1.222,22;R$ 0,00;R$ 1.833,33;R$ 6.787,42;R$ 0,00;R$ 6.787,42
375594;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 5.029,95;R$ 6.628,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.658,47;R$ 0,00;R$ 11.658,47
376272;Administração;A0001;GABINETE DO SECRETARIO                  ;95080 - AG.ADMINISTRATIVO;R$ 4.905,74;R$ 5.757,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.663,20;R$ 0,00;R$ 10.663,20
376841;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95010 - AG. APOIO OPERACIONAL;R$ 1.968,06;R$ 1.398,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 362,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.729,25;R$ 0,00;R$ 3.729,25
377015;Administração;A0060;COORD. SET. DE PATRIMONIO               ;95010 - AG. APOIO OPERACIONAL;R$ 1.874,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.874,60;R$ 0,00;R$ 1.874,60
377856;Administração;A0005;COORD. SET. ADMINISTRATIVA              ;95010 - AG. APOIO OPERACIONAL;R$ 2.154,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.203,05;R$ 0,00;R$ 2.203,05
380695;Administração;A0001;GABINETE DO SECRETARIO                  ;95010 - AG. APOIO OPERACIONAL;R$ 2.883,12;R$ 1.305,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.188,74;R$ 0,00;R$ 4.188,74
381101;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 5.833,34;R$ 3.076,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.909,87;R$ 0,00;R$ 8.909,87
382027;Administração;A0001;GABINETE DO SECRETARIO                  ;95080 - AG.ADMINISTRATIVO;R$ 10.356,65;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 348,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.704,77;R$ 0,00;R$ 10.704,77
437433;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 4.003,80;R$ 6.550,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.517,99;R$ 0,00;R$ 5.276,98;R$ 19.348,93;R$ 0,00;R$ 19.348,93
507989;Administração;A0100;SETOR DE CONTROLE DE TRANSPORTES        ;95080 - AG.ADMINISTRATIVO;R$ 12.276,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.078,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.355,60;R$ 0,00;R$ 13.355,60
596825;Administração;A0001;GABINETE DO SECRETARIO                  ;95510 - PROCURADOR;R$ 18.081,16;R$ 1.618,80;R$ 3.329,53;R$ 0,00;R$ 2.630,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 25.660,02;R$ 0,00;R$ 25.660,02
647071;Administração;A0165;SETOR DE PUBLICACAO E REGISTRO          ;95015 - AG. APOIO OPERACIONAL;R$ 2.738,62;R$ 2.382,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.121,44;R$ 0,00;R$ 5.121,44
651907;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95020 - AG.APOIO ADMINISTRATIVO;R$ 3.257,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 76,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.333,82;R$ 0,00;R$ 3.333,82
651940;Administração;A0060;COORD. SET. DE PATRIMONIO               ;95015 - AG. APOIO OPERACIONAL;R$ 3.132,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 522,04;R$ 0,00;R$ 1.566,12;R$ 5.220,39;R$ 0,00;R$ 5.220,39
652024;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95180 - AG.SUPORTE TECNICO;R$ 10.349,16;R$ 10.485,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.472,52;R$ 0,00;R$ 10.417,56;R$ 34.725,21;R$ 0,00;R$ 34.725,21
655465;Administração;A0025;DEPTO. ADMINISTRATIVO                   ;95060 - TELEFONISTA;R$ 2.779,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 64,67;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.844,00;R$ 0,00;R$ 2.844,00
656453;Administração;A0140;COORD. SET. DE ALMOXARIFADO CENTRAL     ;95010 - AG. APOIO OPERACIONAL;R$ 2.873,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 67,08;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.940,95;R$ 0,00;R$ 2.940,95
673390;Administração;A0060;COORD. SET. DE PATRIMONIO               ;95015 - AG. APOIO OPERACIONAL;R$ 3.039,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 58,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.098,08;R$ 0,00;R$ 3.098,08
673773;Administração;A0165;SETOR DE PUBLICACAO E REGISTRO          ;95015 - AG. APOIO OPERACIONAL;R$ 3.039,15;R$ 3.649,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 44,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.732,64;R$ 0,00;R$ 6.732,64
732095;Administração;A0026;COORD. SET. DE PLANEJAMENTO             ;95180 - AG.SUPORTE TECNICO;R$ 7.324,36;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.324,36;R$ 0,00;R$ 7.324,36
744743;Administração;A0110;SETOR DE ADMINISTRACAO                  ;95020 - AG.APOIO ADMINISTRATIVO;R$ 5.794,58;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 362,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.156,98;R$ 0,00;R$ 6.156,98
795402;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95260 - TECNICO CONTABILIDADE;R$ 9.239,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.239,48;R$ 0,00;R$ 9.239,48
826308;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95070 - COND.VEICULOS MAQUINAS;R$ 6.912,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.912,68;R$ 0,00;R$ 6.912,68
848620;Administração;A0060;COORD. SET. DE PATRIMONIO               ;95080 - AG.ADMINISTRATIVO;R$ 9.911,91;R$ 1.934,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.846,25;R$ 0,00;R$ 11.846,25
861430;Administração;A0100;SETOR DE CONTROLE DE TRANSPORTES        ;95020 - AG.APOIO ADMINISTRATIVO;R$ 3.947,87;R$ 3.031,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.144,99;R$ 0,00;R$ 3,84;R$ 0,00;R$ 0,00;R$ 8.128,54;R$ 0,00;R$ 8.128,54
867870;Administração;A0125;SETOR DE MANUTENCAO DE VEICULOS         ;16011 - MECANICO DE VEICULOS;R$ 4.119,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.119,25;R$ 0,00;R$ 4.119,25
872970;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95260 - TECNICO CONTABILIDADE;R$ 14.460,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.140,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15.600,87;R$ 0,00;R$ 15.600,87
877239;Administração;A0095;COORD. SET. DE OPERACOES                ;95080 - AG.ADMINISTRATIVO;R$ 8.032,27;R$ 4.230,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12.263,15;R$ 0,00;R$ 12.263,15
893463;Administração;A0145;SETOR DE ARMAZENAGEM E ESTOCAGEM        ;95080 - AG.ADMINISTRATIVO;R$ 4.287,42;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.287,42;R$ 0,00;R$ 4.287,42
904651;Administração;A0100;SETOR DE CONTROLE DE TRANSPORTES        ;95010 - AG. APOIO OPERACIONAL;R$ 3.683,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.683,91;R$ 0,00;R$ 3.683,91
905321;Administração;A0001;GABINETE DO SECRETARIO                  ;95080 - AG.ADMINISTRATIVO;R$ 13.507,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.507,11;R$ 0,00;R$ 13.507,11
910740;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95070 - COND.VEICULOS MAQUINAS;R$ 4.743,65;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.743,65;R$ 0,00;R$ 4.743,65
912255;Administração;A0025;DEPTO. ADMINISTRATIVO                   ;95060 - TELEFONISTA;R$ 5.399,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 131,41;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.530,88;R$ 0,00;R$ 5.530,88
914150;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95070 - COND.VEICULOS MAQUINAS;R$ 5.113,36;R$ 466,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.579,66;R$ 0,00;R$ 5.579,66
918091;Administração;A0026;COORD. SET. DE PLANEJAMENTO             ;95080 - AG.ADMINISTRATIVO;R$ 19.699,52;R$ 4.230,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23.930,40;R$ 684,32;R$ 23.246,08
926728;Administração;A0140;COORD. SET. DE ALMOXARIFADO CENTRAL     ;95180 - AG.SUPORTE TECNICO;R$ 11.445,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.445,90;R$ 0,00;R$ 11.445,90
931829;Administração;A0005;COORD. SET. ADMINISTRATIVA              ;95180 - AG.SUPORTE TECNICO;R$ 6.194,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 107,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.301,78;R$ 0,00;R$ 6.301,78
933520;Administração;A0025;DEPTO. ADMINISTRATIVO                   ;95060 - TELEFONISTA;R$ 2.938,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.938,11;R$ 0,00;R$ 2.938,11
940704;Administração;A0060;COORD. SET. DE PATRIMONIO               ;95180 - AG.SUPORTE TECNICO;R$ 14.163,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 14.163,98;R$ 0,00;R$ 14.163,98
942731;Administração;A0061;SETOR DE PATRIMONIO MOBILIARIO          ;13201 - TAPECEIRO;R$ 2.997,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.997,89;R$ 0,00;R$ 2.997,89
946265;Administração;A0001;GABINETE DO SECRETARIO                  ;95290 - ADMINISTRADOR;R$ 22.134,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 393,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22.528,16;R$ 0,00;R$ 22.528,16
947750;Administração;A0110;SETOR DE ADMINISTRACAO                  ;95020 - AG.APOIO ADMINISTRATIVO;R$ 3.612,64;R$ 3.148,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.079,54;R$ 98,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.939,68;R$ 0,00;R$ 7.939,68
948942;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 9.757,23;R$ 3.234,67;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 179,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.171,00;R$ 0,00;R$ 13.171,00
949086;Administração;A0060;COORD. SET. DE PATRIMONIO               ;95080 - AG.ADMINISTRATIVO;R$ 9.473,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 271,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.745,56;R$ 0,00;R$ 9.745,56
952907;Administração;A0120;SETOR DE MANUTENCAO DE MAQUINAS         ;95010 - AG. APOIO OPERACIONAL;R$ 2.684,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.684,52;R$ 0,00;R$ 2.684,52
954829;Administração;A0150;SETOR DE CONTROLE CONTABIL              ;95080 - AG.ADMINISTRATIVO;R$ 8.568,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.568,93;R$ 0,00;R$ 8.568,93
955663;Administração;A0150;SETOR DE CONTROLE CONTABIL              ;95010 - AG. APOIO OPERACIONAL;R$ 2.706,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.706,77;R$ 0,00;R$ 2.706,77
956767;Administração;A0140;COORD. SET. DE ALMOXARIFADO CENTRAL     ;95180 - AG.SUPORTE TECNICO;R$ 8.107,32;R$ 3.900,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 362,40;R$ 0,00;R$ 4.002,69;R$ 0,00;R$ 6.004,04;R$ 22.377,21;R$ 0,00;R$ 22.377,21
957380;Administração;A0060;COORD. SET. DE PATRIMONIO               ;95080 - AG.ADMINISTRATIVO;R$ 9.369,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.369,19;R$ 0,00;R$ 9.369,19
958930;Administração;A0129;SETOR DE SUPRIMENTOS                    ;95070 - COND.VEICULOS MAQUINAS;R$ 12.049,84;R$ 2.665,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 14.714,86;R$ 0,00;R$ 14.714,86
959057;Administração;A0145;SETOR DE ARMAZENAGEM E ESTOCAGEM        ;95080 - AG.ADMINISTRATIVO;R$ 5.015,99;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.015,99;R$ 0,00;R$ 5.015,99
959162;Administração;A0100;SETOR DE CONTROLE DE TRANSPORTES        ;95070 - COND.VEICULOS MAQUINAS;R$ 6.432,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.432,60;R$ 0,00;R$ 6.432,60
960560;Administração;A0095;COORD. SET. DE OPERACOES                ;18011 - TORNEIRO MECANICO;R$ 3.501,36;R$ 1.398,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 362,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.262,55;R$ 0,00;R$ 5.262,55
962023;Administração;A0095;COORD. SET. DE OPERACOES                ;16011 - MECANICO DE VEICULOS;R$ 4.116,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 271,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.388,26;R$ 0,00;R$ 4.388,26
962481;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 9.467,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.467,60;R$ 0,00;R$ 9.467,60
964387;Administração;A0090;DEPTO. DE TRANSPORTES INTERNO           ;95070 - COND.VEICULOS MAQUINAS;R$ 5.734,17;R$ 46,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.780,49;R$ 0,00;R$ 5.780,49
966703;Administração;A0145;SETOR DE ARMAZENAGEM E ESTOCAGEM        ;95080 - AG.ADMINISTRATIVO;R$ 4.023,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.023,50;R$ 0,00;R$ 4.023,50
978760;Administração;A0025;DEPTO. ADMINISTRATIVO                   ;95060 - TELEFONISTA;R$ 3.261,86;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 49,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.311,76;R$ 0,00;R$ 3.311,76
998877;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 9.388,76;R$ 1.279,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.667,86;R$ 0,00;R$ 10.667,86
1020706;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 4.161,36;R$ 6.550,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.711,52;R$ 0,00;R$ 10.711,52
1025899;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;97011 - PROFESSOR PEB I;R$ 6.547,28;R$ 3.615,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 157,57;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.320,45;R$ 0,00;R$ 10.320,45
1063995;Administração;A0001;GABINETE DO SECRETARIO                  ;95510 - PROCURADOR;R$ 9.190,31;R$ 0,00;R$ 3.329,53;R$ 0,00;R$ 2.630,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15.150,37;R$ 0,00;R$ 15.150,37
1076000;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95020 - AG.APOIO ADMINISTRATIVO;R$ 2.977,13;R$ 7.352,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.721,56;R$ 0,00;R$ 5.164,67;R$ 17.215,56;R$ 0,00;R$ 17.215,56
1080440;Administração;A0135;DEPTO. CENTRAL DE COMPRAS               ;95080 - AG.ADMINISTRATIVO;R$ 5.247,11;R$ 4.419,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.666,13;R$ 0,00;R$ 9.666,13
1083155;Administração;A0001;GABINETE DO SECRETARIO                  ;95510 - PROCURADOR;R$ 9.750,74;R$ 5.087,34;R$ 3.329,53;R$ 0,00;R$ 2.630,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20.798,14;R$ 0,00;R$ 20.798,14
1083538;Administração;A0025;DEPTO. ADMINISTRATIVO                   ;95510 - PROCURADOR;R$ 11.626,71;R$ 3.222,09;R$ 3.329,53;R$ 0,00;R$ 2.630,53;R$ 0,00;R$ 0,00;R$ 306,34;R$ 2.474,80;R$ 0,00;R$ 0,00;R$ 23.590,00;R$ 0,00;R$ 23.590,00
1084178;Administração;A0061;SETOR DE PATRIMONIO MOBILIARIO          ;95010 - AG. APOIO OPERACIONAL;R$ 1.822,14;R$ 3.538,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 63,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.423,67;R$ 0,00;R$ 5.423,67
